Final.Index,Study.ID,Year,Lat_CRU,Long_CRU,AvgTempMean,SDTempMean,MinTempMin,MaxTempMax,AvgPrecip,MaxPrecip,MinPrecip,SDPrecip,AvgPET,MaxPET,MinPET,sdPET
842,23,1995,48.8573,-114.135,2.458333333,7.160428927,-10.2,18.9,73.93333333,141.9,25.9,33.67227976,1.8,3.4,0.5,1.181678313
843,23,1995,48.8573,-114.135,2.458333333,7.160428927,-10.2,18.9,73.93333333,141.9,25.9,33.67227976,1.8,3.4,0.5,1.181678313
844,23,1995,48.8573,-114.135,2.458333333,7.160428927,-10.2,18.9,73.93333333,141.9,25.9,33.67227976,1.8,3.4,0.5,1.181678313
845,23,1995,48.8573,-114.135,2.458333333,7.160428927,-10.2,18.9,73.93333333,141.9,25.9,33.67227976,1.8,3.4,0.5,1.181678313
846,23,1995,48.8573,-114.135,2.458333333,7.160428927,-10.2,18.9,73.93333333,141.9,25.9,33.67227976,1.8,3.4,0.5,1.181678313
847,23,1995,48.8573,-114.135,2.458333333,7.160428927,-10.2,18.9,73.93333333,141.9,25.9,33.67227976,1.8,3.4,0.5,1.181678313
848,23,1995,48.8573,-114.135,2.458333333,7.160428927,-10.2,18.9,73.93333333,141.9,25.9,33.67227976,1.8,3.4,0.5,1.181678313
849,23,1995,48.8573,-114.135,2.458333333,7.160428927,-10.2,18.9,73.93333333,141.9,25.9,33.67227976,1.8,3.4,0.5,1.181678313
850,23,1995,48.8573,-114.135,2.458333333,7.160428927,-10.2,18.9,73.93333333,141.9,25.9,33.67227976,1.8,3.4,0.5,1.181678313
851,23,1995,48.8573,-114.135,2.458333333,7.160428927,-10.2,18.9,73.93333333,141.9,25.9,33.67227976,1.8,3.4,0.5,1.181678313
852,23,1995,48.8573,-114.135,2.458333333,7.160428927,-10.2,18.9,73.93333333,141.9,25.9,33.67227976,1.8,3.4,0.5,1.181678313
853,23,1995,48.8573,-114.135,2.458333333,7.160428927,-10.2,18.9,73.93333333,141.9,25.9,33.67227976,1.8,3.4,0.5,1.181678313
854,23,1995,48.8573,-114.135,2.458333333,7.160428927,-10.2,18.9,73.93333333,141.9,25.9,33.67227976,1.8,3.4,0.5,1.181678313
855,23,1995,48.8573,-114.135,2.458333333,7.160428927,-10.2,18.9,73.93333333,141.9,25.9,33.67227976,1.8,3.4,0.5,1.181678313
856,24,1989,39.5,-120,7.916666667,7.628157568,-10.4,30.8,35.23333333,76.8,0,24.30044269,3.475,7.3,0.9,2.105890008
857,24,1989,39.5,-120,7.916666667,7.628157568,-10.4,30.8,35.23333333,76.8,0,24.30044269,3.475,7.3,0.9,2.105890008
858,24,1989,39.5,-120,7.916666667,7.628157568,-10.4,30.8,35.23333333,76.8,0,24.30044269,3.475,7.3,0.9,2.105890008
859,24,1989,39.5,-120,7.916666667,7.628157568,-10.4,30.8,35.23333333,76.8,0,24.30044269,3.475,7.3,0.9,2.105890008
860,24,1989,39.5,-120,7.916666667,7.628157568,-10.4,30.8,35.23333333,76.8,0,24.30044269,3.475,7.3,0.9,2.105890008
861,24,1989,37.1,-122,12.74166667,4.129595695,0.7,25.5,28.01666667,90.7,0,28.64271551,3.033333333,5.8,1.2,1.586496044
862,24,1989,37.1,-122,12.74166667,4.129595695,0.7,25.5,28.01666667,90.7,0,28.64271551,3.033333333,5.8,1.2,1.586496044
863,24,1989,37.1,-122,12.74166667,4.129595695,0.7,25.5,28.01666667,90.7,0,28.64271551,3.033333333,5.8,1.2,1.586496044
864,24,1989,37.1,-122,12.74166667,4.129595695,0.7,25.5,28.01666667,90.7,0,28.64271551,3.033333333,5.8,1.2,1.586496044
865,24,1989,37.1,-122,12.74166667,4.129595695,0.7,25.5,28.01666667,90.7,0,28.64271551,3.033333333,5.8,1.2,1.586496044
866,24,1989,37.3,-122,12.74166667,4.129595695,0.7,25.5,28.01666667,90.7,0,28.64271551,3.033333333,5.8,1.2,1.586496044
867,24,1989,37.3,-122,12.74166667,4.129595695,0.7,25.5,28.01666667,90.7,0,28.64271551,3.033333333,5.8,1.2,1.586496044
868,24,1989,37.3,-122,12.74166667,4.129595695,0.7,25.5,28.01666667,90.7,0,28.64271551,3.033333333,5.8,1.2,1.586496044
869,24,1989,37.3,-122,12.74166667,4.129595695,0.7,25.5,28.01666667,90.7,0,28.64271551,3.033333333,5.8,1.2,1.586496044
870,24,1989,37.3,-122,12.74166667,4.129595695,0.7,25.5,28.01666667,90.7,0,28.64271551,3.033333333,5.8,1.2,1.586496044
871,24,1989,38.4,-120,6.041666667,6.519684646,-12.1,28,58.64166667,202.5,0,55.30943464,3.325,6.8,0.9,1.984542539
872,24,1989,38.4,-120,6.041666667,6.519684646,-12.1,28,58.64166667,202.5,0,55.30943464,3.325,6.8,0.9,1.984542539
873,24,1989,38.4,-120,6.041666667,6.519684646,-12.1,28,58.64166667,202.5,0,55.30943464,3.325,6.8,0.9,1.984542539
874,24,1989,38.4,-120,6.041666667,6.519684646,-12.1,28,58.64166667,202.5,0,55.30943464,3.325,6.8,0.9,1.984542539
875,24,1989,38.4,-120,6.041666667,6.519684646,-12.1,28,58.64166667,202.5,0,55.30943464,3.325,6.8,0.9,1.984542539
876,24,1989,40.3,-121,7.891666667,7.565046215,-10,29.5,58.88333333,254,0,67.40601313,3.083333333,6.6,0.6,2.070499866
877,24,1989,40.3,-121,7.891666667,7.565046215,-10,29.5,58.88333333,254,0,67.40601313,3.083333333,6.6,0.6,2.070499866
878,24,1989,40.3,-121,7.891666667,7.565046215,-10,29.5,58.88333333,254,0,67.40601313,3.083333333,6.6,0.6,2.070499866
879,24,1989,40.3,-121,7.891666667,7.565046215,-10,29.5,58.88333333,254,0,67.40601313,3.083333333,6.6,0.6,2.070499866
880,24,1989,40.3,-121,7.891666667,7.565046215,-10,29.5,58.88333333,254,0,67.40601313,3.083333333,6.6,0.6,2.070499866
881,24,1989,40.4,-122,11.03333333,6.680410076,-4.7,31.3,82.91666667,426.1,0,117.5820629,3.283333333,7,0.8,2.1514618
882,24,1989,40.4,-122,11.03333333,6.680410076,-4.7,31.3,82.91666667,426.1,0,117.5820629,3.283333333,7,0.8,2.1514618
883,24,1989,40.4,-122,11.03333333,6.680410076,-4.7,31.3,82.91666667,426.1,0,117.5820629,3.283333333,7,0.8,2.1514618
884,24,1989,40.4,-122,11.03333333,6.680410076,-4.7,31.3,82.91666667,426.1,0,117.5820629,3.283333333,7,0.8,2.1514618
885,24,1989,40.4,-122,11.03333333,6.680410076,-4.7,31.3,82.91666667,426.1,0,117.5820629,3.283333333,7,0.8,2.1514618
886,24,1989,39.5,-120,7.916666667,7.628157568,-10.4,30.8,35.23333333,76.8,0,24.30044269,3.475,7.3,0.9,2.105890008
887,24,1989,39.5,-120,7.916666667,7.628157568,-10.4,30.8,35.23333333,76.8,0,24.30044269,3.475,7.3,0.9,2.105890008
888,24,1989,37.1,-122,12.74166667,4.129595695,0.7,25.5,28.01666667,90.7,0,28.64271551,3.033333333,5.8,1.2,1.586496044
889,24,1989,37.1,-122,12.74166667,4.129595695,0.7,25.5,28.01666667,90.7,0,28.64271551,3.033333333,5.8,1.2,1.586496044
890,24,1989,37.3,-122,12.74166667,4.129595695,0.7,25.5,28.01666667,90.7,0,28.64271551,3.033333333,5.8,1.2,1.586496044
891,24,1989,37.3,-122,12.74166667,4.129595695,0.7,25.5,28.01666667,90.7,0,28.64271551,3.033333333,5.8,1.2,1.586496044
892,24,1989,38.4,-120,6.041666667,6.519684646,-12.1,28,58.64166667,202.5,0,55.30943464,3.325,6.8,0.9,1.984542539
893,24,1989,38.4,-120,6.041666667,6.519684646,-12.1,28,58.64166667,202.5,0,55.30943464,3.325,6.8,0.9,1.984542539
894,24,1989,40.3,-121,7.891666667,7.565046215,-10,29.5,58.88333333,254,0,67.40601313,3.083333333,6.6,0.6,2.070499866
895,24,1989,40.3,-121,7.891666667,7.565046215,-10,29.5,58.88333333,254,0,67.40601313,3.083333333,6.6,0.6,2.070499866
896,24,1989,40.4,-122,11.03333333,6.680410076,-4.7,31.3,82.91666667,426.1,0,117.5820629,3.283333333,7,0.8,2.1514618
897,24,1989,40.4,-122,11.03333333,6.680410076,-4.7,31.3,82.91666667,426.1,0,117.5820629,3.283333333,7,0.8,2.1514618
898,25,2006,50.2003,-125.5664,8.291666667,5.399740454,-1,21.6,194.7583333,623.7,22.1,179.6846301,1.7,3.7,0,1.309406528
899,25,2005,50.1778,-125.5889,8.575,5.149955869,-0.6,20.8,188.6333333,349.3,58.1,96.16750853,1.633333333,3.3,0.1,1.195699364
900,25,2006,50.2369,-125.5431,8.291666667,5.399740454,-1,21.6,194.7583333,623.7,22.1,179.6846301,1.7,3.7,0,1.309406528
901,25,2005,50.2003,-125.5872,8.575,5.149955869,-0.6,20.8,188.6333333,349.3,58.1,96.16750853,1.633333333,3.3,0.1,1.195699364
902,25,2005,50.0519,-125.7858,8.575,5.149955869,-0.6,20.8,188.6333333,349.3,58.1,96.16750853,1.633333333,3.3,0.1,1.195699364
903,25,2006,50.0453,-125.5114,8.291666667,5.399740454,-1,21.6,194.7583333,623.7,22.1,179.6846301,1.7,3.7,0,1.309406528
904,25,2006,50.0575,-125.5944,8.291666667,5.399740454,-1,21.6,194.7583333,623.7,22.1,179.6846301,1.7,3.7,0,1.309406528
905,25,2006,50.2064,-125.55,8.291666667,5.399740454,-1,21.6,194.7583333,623.7,22.1,179.6846301,1.7,3.7,0,1.309406528
906,25,2005,50.1808,-126.6108,7.525,4.370588685,-1.2,17.9,263.825,492.7,67.3,145.3760773,1.358333333,2.7,0.2,0.957704009
907,25,2006,50.2278,-125.5753,8.291666667,5.399740454,-1,21.6,194.7583333,623.7,22.1,179.6846301,1.7,3.7,0,1.309406528
908,25,2006,50.1631,-125.4883,9.091666667,5.383047183,0.1,22.4,151.6083333,507.4,20.1,141.596857,1.85,3.9,0.1,1.316676256
909,25,2006,50.1803,-125.525,8.291666667,5.399740454,-1,21.6,194.7583333,623.7,22.1,179.6846301,1.7,3.7,0,1.309406528
910,25,2005,50.2161,-125.5417,8.575,5.149955869,-0.6,20.8,188.6333333,349.3,58.1,96.16750853,1.633333333,3.3,0.1,1.195699364
911,25,2006,50.2125,-125.5342,8.291666667,5.399740454,-1,21.6,194.7583333,623.7,22.1,179.6846301,1.7,3.7,0,1.309406528
912,25,2006,50.0578,-125.7842,8.291666667,5.399740454,-1,21.6,194.7583333,623.7,22.1,179.6846301,1.7,3.7,0,1.309406528
913,25,2006,50.2003,-125.5664,8.291666667,5.399740454,-1,21.6,194.7583333,623.7,22.1,179.6846301,1.7,3.7,0,1.309406528
914,25,2005,50.1778,-125.5889,8.575,5.149955869,-0.6,20.8,188.6333333,349.3,58.1,96.16750853,1.633333333,3.3,0.1,1.195699364
915,25,2006,50.2369,-125.5431,8.291666667,5.399740454,-1,21.6,194.7583333,623.7,22.1,179.6846301,1.7,3.7,0,1.309406528
916,25,2005,50.2003,-125.5872,8.575,5.149955869,-0.6,20.8,188.6333333,349.3,58.1,96.16750853,1.633333333,3.3,0.1,1.195699364
917,25,2005,50.0519,-125.7858,8.575,5.149955869,-0.6,20.8,188.6333333,349.3,58.1,96.16750853,1.633333333,3.3,0.1,1.195699364
918,25,2006,50.0453,-125.5114,8.291666667,5.399740454,-1,21.6,194.7583333,623.7,22.1,179.6846301,1.7,3.7,0,1.309406528
919,25,2006,50.0575,-125.5944,8.291666667,5.399740454,-1,21.6,194.7583333,623.7,22.1,179.6846301,1.7,3.7,0,1.309406528
920,25,2006,50.2064,-125.55,8.291666667,5.399740454,-1,21.6,194.7583333,623.7,22.1,179.6846301,1.7,3.7,0,1.309406528
921,25,2005,50.1808,-126.6108,7.525,4.370588685,-1.2,17.9,263.825,492.7,67.3,145.3760773,1.358333333,2.7,0.2,0.957704009
922,25,2006,50.2278,-125.5753,8.291666667,5.399740454,-1,21.6,194.7583333,623.7,22.1,179.6846301,1.7,3.7,0,1.309406528
923,25,2006,50.1631,-125.4883,9.091666667,5.383047183,0.1,22.4,151.6083333,507.4,20.1,141.596857,1.85,3.9,0.1,1.316676256
924,25,2006,50.1803,-125.525,8.291666667,5.399740454,-1,21.6,194.7583333,623.7,22.1,179.6846301,1.7,3.7,0,1.309406528
925,25,2005,50.2161,-125.5417,8.575,5.149955869,-0.6,20.8,188.6333333,349.3,58.1,96.16750853,1.633333333,3.3,0.1,1.195699364
926,25,2006,50.2125,-125.5342,8.291666667,5.399740454,-1,21.6,194.7583333,623.7,22.1,179.6846301,1.7,3.7,0,1.309406528
927,25,2006,50.0578,-125.7842,8.291666667,5.399740454,-1,21.6,194.7583333,623.7,22.1,179.6846301,1.7,3.7,0,1.309406528
928,26,2004,-40.65,-72.1833,8.283333333,3.98789836,-1.4,22.4,122.9,487.5,8.6,134.4404295,2.5,5.6,0.5,1.706138649
929,26,2004,-40.65,-72.1833,8.283333333,3.98789836,-1.4,22.4,122.9,487.5,8.6,134.4404295,2.5,5.6,0.5,1.706138649
930,26,2004,-40.65,-72.1833,8.283333333,3.98789836,-1.4,22.4,122.9,487.5,8.6,134.4404295,2.5,5.6,0.5,1.706138649
931,26,2004,-40.65,-72.1833,8.283333333,3.98789836,-1.4,22.4,122.9,487.5,8.6,134.4404295,2.5,5.6,0.5,1.706138649
932,26,2004,-40.65,-72.1833,8.283333333,3.98789836,-1.4,22.4,122.9,487.5,8.6,134.4404295,2.5,5.6,0.5,1.706138649
933,26,2004,-40.65,-72.1833,8.283333333,3.98789836,-1.4,22.4,122.9,487.5,8.6,134.4404295,2.5,5.6,0.5,1.706138649
934,26,2004,-40.65,-72.1833,8.283333333,3.98789836,-1.4,22.4,122.9,487.5,8.6,134.4404295,2.5,5.6,0.5,1.706138649
935,26,2004,-40.65,-72.1833,8.283333333,3.98789836,-1.4,22.4,122.9,487.5,8.6,134.4404295,2.5,5.6,0.5,1.706138649
936,27,1994,38.6875,-106.6881,0.933333333,9.499696965,-21.8,23.3,49.36666667,101.9,20.4,23.9520101,2.816666667,5.4,0.8,1.702849662
937,27,1994,38.6875,-106.6881,0.933333333,9.499696965,-21.8,23.3,49.36666667,101.9,20.4,23.9520101,2.816666667,5.4,0.8,1.702849662
938,27,1994,38.6875,-106.6881,0.933333333,9.499696965,-21.8,23.3,49.36666667,101.9,20.4,23.9520101,2.816666667,5.4,0.8,1.702849662
939,27,1994,38.6875,-106.6881,0.933333333,9.499696965,-21.8,23.3,49.36666667,101.9,20.4,23.9520101,2.816666667,5.4,0.8,1.702849662
940,27,1994,38.6875,-106.6881,0.933333333,9.499696965,-21.8,23.3,49.36666667,101.9,20.4,23.9520101,2.816666667,5.4,0.8,1.702849662
941,27,1994,38.6875,-106.6881,0.933333333,9.499696965,-21.8,23.3,49.36666667,101.9,20.4,23.9520101,2.816666667,5.4,0.8,1.702849662
942,28,2001,55.6333,13.5333,7.783333333,7.033405141,-3.3,22.7,58.03333333,144.7,26.5,32.73919901,1.483333333,3.7,0.1,1.363040274
943,28,2001,55.6333,13.5333,7.783333333,7.033405141,-3.3,22.7,58.03333333,144.7,26.5,32.73919901,1.483333333,3.7,0.1,1.363040274
944,28,2001,55.6333,13.5333,7.783333333,7.033405141,-3.3,22.7,58.03333333,144.7,26.5,32.73919901,1.483333333,3.7,0.1,1.363040274
945,28,2001,55.6333,13.5333,7.783333333,7.033405141,-3.3,22.7,58.03333333,144.7,26.5,32.73919901,1.483333333,3.7,0.1,1.363040274
946,28,2001,55.6333,13.5333,7.783333333,7.033405141,-3.3,22.7,58.03333333,144.7,26.5,32.73919901,1.483333333,3.7,0.1,1.363040274
947,28,2001,55.6333,13.5333,7.783333333,7.033405141,-3.3,22.7,58.03333333,144.7,26.5,32.73919901,1.483333333,3.7,0.1,1.363040274
948,28,2001,55.6333,13.5333,7.783333333,7.033405141,-3.3,22.7,58.03333333,144.7,26.5,32.73919901,1.483333333,3.7,0.1,1.363040274
949,28,2001,55.6333,13.5333,7.783333333,7.033405141,-3.3,22.7,58.03333333,144.7,26.5,32.73919901,1.483333333,3.7,0.1,1.363040274
950,28,2001,55.6333,13.5333,7.783333333,7.033405141,-3.3,22.7,58.03333333,144.7,26.5,32.73919901,1.483333333,3.7,0.1,1.363040274
951,28,2001,55.6333,13.5333,7.783333333,7.033405141,-3.3,22.7,58.03333333,144.7,26.5,32.73919901,1.483333333,3.7,0.1,1.363040274
952,28,2001,55.6333,13.5333,7.783333333,7.033405141,-3.3,22.7,58.03333333,144.7,26.5,32.73919901,1.483333333,3.7,0.1,1.363040274
953,28,2002,55.6333,13.5333,8.433333333,7.058113749,-4.6,24.6,61.39166667,102.5,19.2,26.46494966,1.641666667,3.6,0.1,1.35072932
954,28,2002,55.6333,13.5333,8.433333333,7.058113749,-4.6,24.6,61.39166667,102.5,19.2,26.46494966,1.641666667,3.6,0.1,1.35072932
955,28,2002,55.6333,13.5333,8.433333333,7.058113749,-4.6,24.6,61.39166667,102.5,19.2,26.46494966,1.641666667,3.6,0.1,1.35072932
956,28,2002,55.6333,13.5333,8.433333333,7.058113749,-4.6,24.6,61.39166667,102.5,19.2,26.46494966,1.641666667,3.6,0.1,1.35072932
957,28,2002,55.6333,13.5333,8.433333333,7.058113749,-4.6,24.6,61.39166667,102.5,19.2,26.46494966,1.641666667,3.6,0.1,1.35072932
958,28,2002,55.6333,13.5333,8.433333333,7.058113749,-4.6,24.6,61.39166667,102.5,19.2,26.46494966,1.641666667,3.6,0.1,1.35072932
959,28,2002,55.6333,13.5333,8.433333333,7.058113749,-4.6,24.6,61.39166667,102.5,19.2,26.46494966,1.641666667,3.6,0.1,1.35072932
960,28,2002,55.6333,13.5333,8.433333333,7.058113749,-4.6,24.6,61.39166667,102.5,19.2,26.46494966,1.641666667,3.6,0.1,1.35072932
961,28,2002,55.7,13.1333,8.583333333,7.030690298,-4,24.7,58.13333333,106.4,15.8,26.63252739,1.616666667,3.5,0.1,1.355683882
962,28,2002,55.7,13.1333,8.583333333,7.030690298,-4,24.7,58.13333333,106.4,15.8,26.63252739,1.616666667,3.5,0.1,1.355683882
963,28,2002,55.7,13.1333,8.583333333,7.030690298,-4,24.7,58.13333333,106.4,15.8,26.63252739,1.616666667,3.5,0.1,1.355683882
964,28,2002,55.7,13.1333,8.583333333,7.030690298,-4,24.7,58.13333333,106.4,15.8,26.63252739,1.616666667,3.5,0.1,1.355683882
965,28,2002,55.7,13.1333,8.583333333,7.030690298,-4,24.7,58.13333333,106.4,15.8,26.63252739,1.616666667,3.5,0.1,1.355683882
966,28,2002,55.7,13.1333,8.583333333,7.030690298,-4,24.7,58.13333333,106.4,15.8,26.63252739,1.616666667,3.5,0.1,1.355683882
967,28,2002,55.7,13.1333,8.583333333,7.030690298,-4,24.7,58.13333333,106.4,15.8,26.63252739,1.616666667,3.5,0.1,1.355683882
968,28,2002,55.7,13.1333,8.583333333,7.030690298,-4,24.7,58.13333333,106.4,15.8,26.63252739,1.616666667,3.5,0.1,1.355683882
969,28,2002,55.7,13.1333,8.583333333,7.030690298,-4,24.7,58.13333333,106.4,15.8,26.63252739,1.616666667,3.5,0.1,1.355683882
970,28,2002,55.7,13.1333,8.583333333,7.030690298,-4,24.7,58.13333333,106.4,15.8,26.63252739,1.616666667,3.5,0.1,1.355683882
971,28,2002,55.7,13.1333,8.583333333,7.030690298,-4,24.7,58.13333333,106.4,15.8,26.63252739,1.616666667,3.5,0.1,1.355683882
972,28,2002,55.7,13.1333,8.583333333,7.030690298,-4,24.7,58.13333333,106.4,15.8,26.63252739,1.616666667,3.5,0.1,1.355683882
973,29,1993,18.2944,-65.7847,26.125,1.374524711,20.3,31.5,168.8333333,312.2,25.1,94.46091383,3.566666667,4.3,2.7,0.546614927
974,29,1993,18.2944,-65.7847,26.125,1.374524711,20.3,31.5,168.8333333,312.2,25.1,94.46091383,3.566666667,4.3,2.7,0.546614927
975,29,1993,18.2944,-65.7847,26.125,1.374524711,20.3,31.5,168.8333333,312.2,25.1,94.46091383,3.566666667,4.3,2.7,0.546614927
976,29,1993,18.2944,-65.7847,26.125,1.374524711,20.3,31.5,168.8333333,312.2,25.1,94.46091383,3.566666667,4.3,2.7,0.546614927
977,29,1993,18.2944,-65.7847,26.125,1.374524711,20.3,31.5,168.8333333,312.2,25.1,94.46091383,3.566666667,4.3,2.7,0.546614927
978,29,1993,18.2944,-65.7847,26.125,1.374524711,20.3,31.5,168.8333333,312.2,25.1,94.46091383,3.566666667,4.3,2.7,0.546614927
979,29,1993,18.2944,-65.7847,26.125,1.374524711,20.3,31.5,168.8333333,312.2,25.1,94.46091383,3.566666667,4.3,2.7,0.546614927
980,29,1993,18.2944,-65.7847,26.125,1.374524711,20.3,31.5,168.8333333,312.2,25.1,94.46091383,3.566666667,4.3,2.7,0.546614927
981,29,1993,18.2944,-65.7847,26.125,1.374524711,20.3,31.5,168.8333333,312.2,25.1,94.46091383,3.566666667,4.3,2.7,0.546614927
982,29,1993,18.2944,-65.7847,26.125,1.374524711,20.3,31.5,168.8333333,312.2,25.1,94.46091383,3.566666667,4.3,2.7,0.546614927
983,29,1993,18.2944,-65.7847,26.125,1.374524711,20.3,31.5,168.8333333,312.2,25.1,94.46091383,3.566666667,4.3,2.7,0.546614927
984,29,1993,18.2944,-65.7847,26.125,1.374524711,20.3,31.5,168.8333333,312.2,25.1,94.46091383,3.566666667,4.3,2.7,0.546614927
985,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
986,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
987,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
988,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
989,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
990,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
991,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
992,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
993,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
994,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
995,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
996,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
997,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
998,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
999,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
1000,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
1001,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
1002,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
1003,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
1004,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
1005,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
1006,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
1007,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
1008,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
1009,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
1010,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
1011,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
1012,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
1013,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
1014,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
1015,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
1016,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
1017,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
1018,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
1019,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
1020,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
1021,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
1022,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
1023,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
1024,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
1025,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
1026,29,1994,18.2944,-65.7847,26.06666667,1.325507336,19.8,30.7,149.1083333,279.4,50,75.79029032,3.508333333,4.2,2.7,0.529937103
