Final.Index,Study.ID,Year,Lat_CRU,Long_CRU,AvgTempMean,SDTempMean,MinTempMin,MaxTempMax,AvgPrecip,MaxPrecip,MinPrecip,SDPrecip,AvgPET,MaxPET,MinPET,sdPET
1,1,1995,43.5847,3.8042,13.85,6.358029998,1.1,30.5,62.65,167,12.1,45.91885135,3,6.2,1,1.721521526
2,1,1995,43.5847,3.8042,13.85,6.358029998,1.1,30.5,62.65,167,12.1,45.91885135,3,6.2,1,1.721521526
3,1,1995,43.5847,3.8042,13.85,6.358029998,1.1,30.5,62.65,167,12.1,45.91885135,3,6.2,1,1.721521526
4,1,1995,43.5847,3.8042,13.85,6.358029998,1.1,30.5,62.65,167,12.1,45.91885135,3,6.2,1,1.721521526
5,1,1995,43.5847,3.8042,13.85,6.358029998,1.1,30.5,62.65,167,12.1,45.91885135,3,6.2,1,1.721521526
6,1,1996,43.5847,3.8042,13.45,6.047313453,1.1,28.7,95.275,188.8,27.8,54.69756726,2.991666667,6,1.1,1.737531338
7,1,1996,43.5847,3.8042,13.45,6.047313453,1.1,28.7,95.275,188.8,27.8,54.69756726,2.991666667,6,1.1,1.737531338
8,1,1996,43.5847,3.8042,13.45,6.047313453,1.1,28.7,95.275,188.8,27.8,54.69756726,2.991666667,6,1.1,1.737531338
9,1,1996,43.5847,3.8042,13.45,6.047313453,1.1,28.7,95.275,188.8,27.8,54.69756726,2.991666667,6,1.1,1.737531338
10,1,1996,43.5847,3.8042,13.45,6.047313453,1.1,28.7,95.275,188.8,27.8,54.69756726,2.991666667,6,1.1,1.737531338
11,1,1995,44.0534,3.9865,8.741666667,6.346718312,-3.3,25.2,90.59166667,238.7,14.3,63.19183575,2.408333333,5.3,0.8,1.48902551
12,1,1995,44.0534,3.9865,8.741666667,6.346718312,-3.3,25.2,90.59166667,238.7,14.3,63.19183575,2.408333333,5.3,0.8,1.48902551
13,1,1995,44.0534,3.9865,8.741666667,6.346718312,-3.3,25.2,90.59166667,238.7,14.3,63.19183575,2.408333333,5.3,0.8,1.48902551
14,1,1995,44.0534,3.9865,8.741666667,6.346718312,-3.3,25.2,90.59166667,238.7,14.3,63.19183575,2.408333333,5.3,0.8,1.48902551
15,1,1995,44.0534,3.9865,8.741666667,6.346718312,-3.3,25.2,90.59166667,238.7,14.3,63.19183575,2.408333333,5.3,0.8,1.48902551
16,1,1996,44.0534,3.9865,8.316666667,6.022357336,-4.1,23.1,135.1083333,267.3,42.1,77.92204097,2.45,5.1,0.8,1.470003092
17,1,1996,44.0534,3.9865,8.316666667,6.022357336,-4.1,23.1,135.1083333,267.3,42.1,77.92204097,2.45,5.1,0.8,1.470003092
18,1,1996,44.0534,3.9865,8.316666667,6.022357336,-4.1,23.1,135.1083333,267.3,42.1,77.92204097,2.45,5.1,0.8,1.470003092
19,1,1996,44.0534,3.9865,8.316666667,6.022357336,-4.1,23.1,135.1083333,267.3,42.1,77.92204097,2.45,5.1,0.8,1.470003092
20,1,1996,44.0534,3.9865,8.316666667,6.022357336,-4.1,23.1,135.1083333,267.3,42.1,77.92204097,2.45,5.1,0.8,1.470003092
21,2,1998,42.6,-7.3167,11.75,5.029820167,-0.3,26.8,71.73333333,172.4,24.2,43.62387448,2.608333333,5,0.7,1.428577381
22,2,1998,42.6,-7.3167,11.75,5.029820167,-0.3,26.8,71.73333333,172.4,24.2,43.62387448,2.608333333,5,0.7,1.428577381
23,2,1998,42.6,-7.3167,11.75,5.029820167,-0.3,26.8,71.73333333,172.4,24.2,43.62387448,2.608333333,5,0.7,1.428577381
24,2,1998,42.6,-7.3167,11.75,5.029820167,-0.3,26.8,71.73333333,172.4,24.2,43.62387448,2.608333333,5,0.7,1.428577381
25,2,1999,42.6,-7.3167,11.54166667,5.565879549,-0.9,26.8,100.0666667,187,18.3,56.35445184,2.566666667,5.1,0.8,1.483443986
26,2,1999,42.6,-7.3167,11.54166667,5.565879549,-0.9,26.8,100.0666667,187,18.3,56.35445184,2.566666667,5.1,0.8,1.483443986
27,2,1999,42.6,-7.3167,11.54166667,5.565879549,-0.9,26.8,100.0666667,187,18.3,56.35445184,2.566666667,5.1,0.8,1.483443986
28,2,1999,42.6,-7.3167,11.54166667,5.565879549,-0.9,26.8,100.0666667,187,18.3,56.35445184,2.566666667,5.1,0.8,1.483443986
29,2,1998,37.7333,-3.25,15.84166667,7.161825356,1,35.3,25.025,76.3,0,24.09508154,3.55,7.2,1.3,1.990660009
30,2,1998,37.7333,-3.25,15.84166667,7.161825356,1,35.3,25.025,76.3,0,24.09508154,3.55,7.2,1.3,1.990660009
31,2,1998,37.7333,-3.25,15.84166667,7.161825356,1,35.3,25.025,76.3,0,24.09508154,3.55,7.2,1.3,1.990660009
32,2,1998,37.7333,-3.25,15.84166667,7.161825356,1,35.3,25.025,76.3,0,24.09508154,3.55,7.2,1.3,1.990660009
33,2,1999,37.7333,-3.25,15.575,7.348113549,1.1,34.8,27.48333333,89.9,0.8,26.07028379,3.583333333,7.1,1.2,2.039979204
34,2,1999,37.7333,-3.25,15.575,7.348113549,1.1,34.8,27.48333333,89.9,0.8,26.07028379,3.583333333,7.1,1.2,2.039979204
35,2,1999,37.7333,-3.25,15.575,7.348113549,1.1,34.8,27.48333333,89.9,0.8,26.07028379,3.583333333,7.1,1.2,2.039979204
36,2,1999,37.7333,-3.25,15.575,7.348113549,1.1,34.8,27.48333333,89.9,0.8,26.07028379,3.583333333,7.1,1.2,2.039979204
37,3,1980,56.0834,14.5264,6.366666667,7.198021614,-6.1,20.4,47.125,91.6,12.1,24.6259333,1.45,3.6,0,1.306974299
38,3,1981,56.0834,14.5264,6.65,7.098463342,-7.2,20.2,57.58333333,119.2,11.3,29.20874195,1.466666667,3.2,0,1.236809189
39,3,1982,56.0834,14.5264,7.366666667,7.351726245,-8,23.7,46.675,85.1,8.4,28.12973596,1.641666667,4.3,0,1.453183548
40,3,1984,56.0834,14.5264,7.433333333,6.321152561,-3,21.4,49.05,105.2,7.6,32.75136361,1.466666667,3.1,0,1.181934726
41,3,1986,56.0834,14.5264,6.375,7.299081511,-10.3,20.6,46.20833333,69.7,25.2,12.4115385,1.625,3.8,0,1.357889405
42,3,1980,56.014,14.4583,6.35,7.280422066,-6.1,20.6,54.75,107.4,11.5,30.93995651,1.458333333,3.5,0,1.327648867
43,3,1981,56.014,14.4583,6.641666667,7.225517702,-7.6,20.1,60.85,130.1,12.4,32.38746952,1.475,3.2,0,1.268589052
44,3,1982,56.014,14.4583,7.291666667,7.396369912,-8.2,23.3,54.825,112.3,6.5,33.89604764,1.608333333,4.2,0,1.437458827
45,4,1990,44.5239,-76.3739,7.583333333,9.444847882,-10.1,26.4,84.05833333,134.6,54.2,22.46146026,1.95,4.2,0.3,1.347388046
46,4,1991,44.5239,-76.3739,7.408333333,10.96576974,-14.3,27.6,73.3,109.1,40.3,24.30720058,2.1,4.5,0.2,1.601703638
47,4,1992,44.5239,-76.3739,5.441666667,10.45174699,-14.6,23.1,91.83333333,194.3,35.3,43.90378599,1.8,3.8,0.1,1.406478517
48,4,1993,44.5239,-76.3739,5.875,11.59052317,-19.4,27,81.5,105.5,46.4,20.42712101,1.925,4.3,0.3,1.496738879
49,4,1994,44.5239,-76.3739,5.983333333,12.28219949,-22.6,27.1,75.41666667,129.5,23.8,31.20969643,1.975,4.1,0.1,1.452975004
50,4,1995,44.5239,-76.3739,6.625,11.17815443,-14.5,27.4,76.30833333,162.1,36.9,38.93398745,2.075,4.5,0.1,1.56502977
51,4,1996,44.5239,-76.3739,6.341666667,11.14544002,-15.8,26,91.475,147.9,36.8,31.70145179,1.933333333,4.2,0.1,1.495042312
52,4,1990,44.5239,-76.3739,7.583333333,9.444847882,-10.1,26.4,84.05833333,134.6,54.2,22.46146026,1.95,4.2,0.3,1.347388046
53,4,1991,44.5239,-76.3739,7.408333333,10.96576974,-14.3,27.6,73.3,109.1,40.3,24.30720058,2.1,4.5,0.2,1.601703638
54,4,1992,44.5239,-76.3739,5.441666667,10.45174699,-14.6,23.1,91.83333333,194.3,35.3,43.90378599,1.8,3.8,0.1,1.406478517
55,4,1993,44.5239,-76.3739,5.875,11.59052317,-19.4,27,81.5,105.5,46.4,20.42712101,1.925,4.3,0.3,1.496738879
56,4,1994,44.5239,-76.3739,5.983333333,12.28219949,-22.6,27.1,75.41666667,129.5,23.8,31.20969643,1.975,4.1,0.1,1.452975004
57,4,1995,44.5239,-76.3739,6.625,11.17815443,-14.5,27.4,76.30833333,162.1,36.9,38.93398745,2.075,4.5,0.1,1.56502977
58,4,1996,44.5239,-76.3739,6.341666667,11.14544002,-15.8,26,91.475,147.9,36.8,31.70145179,1.933333333,4.2,0.1,1.495042312
59,4,1993,44.5239,-76.3739,5.875,11.59052317,-19.4,27,81.5,105.5,46.4,20.42712101,1.925,4.3,0.3,1.496738879
60,4,1994,44.5239,-76.3739,5.983333333,12.28219949,-22.6,27.1,75.41666667,129.5,23.8,31.20969643,1.975,4.1,0.1,1.452975004
61,4,1995,44.5239,-76.3739,6.625,11.17815443,-14.5,27.4,76.30833333,162.1,36.9,38.93398745,2.075,4.5,0.1,1.56502977
62,4,1996,44.5239,-76.3739,6.341666667,11.14544002,-15.8,26,91.475,147.9,36.8,31.70145179,1.933333333,4.2,0.1,1.495042312
63,4,1993,44.5239,-76.3739,5.875,11.59052317,-19.4,27,81.5,105.5,46.4,20.42712101,1.925,4.3,0.3,1.496738879
64,4,1994,44.5239,-76.3739,5.983333333,12.28219949,-22.6,27.1,75.41666667,129.5,23.8,31.20969643,1.975,4.1,0.1,1.452975004
65,4,1995,44.5239,-76.3739,6.625,11.17815443,-14.5,27.4,76.30833333,162.1,36.9,38.93398745,2.075,4.5,0.1,1.56502977
66,4,1996,44.5239,-76.3739,6.341666667,11.14544002,-15.8,26,91.475,147.9,36.8,31.70145179,1.933333333,4.2,0.1,1.495042312
67,4,1994,44.5233,-76.3889,5.983333333,12.28219949,-22.6,27.1,75.41666667,129.5,23.8,31.20969643,1.975,4.1,0.1,1.452975004
68,4,1995,44.5233,-76.3889,6.625,11.17815443,-14.5,27.4,76.30833333,162.1,36.9,38.93398745,2.075,4.5,0.1,1.56502977
69,4,1996,44.5233,-76.3889,6.341666667,11.14544002,-15.8,26,91.475,147.9,36.8,31.70145179,1.933333333,4.2,0.1,1.495042312
70,4,1994,44.5233,-76.3889,5.983333333,12.28219949,-22.6,27.1,75.41666667,129.5,23.8,31.20969643,1.975,4.1,0.1,1.452975004
71,4,1995,44.5233,-76.3889,6.625,11.17815443,-14.5,27.4,76.30833333,162.1,36.9,38.93398745,2.075,4.5,0.1,1.56502977
72,4,1996,44.5233,-76.3889,6.341666667,11.14544002,-15.8,26,91.475,147.9,36.8,31.70145179,1.933333333,4.2,0.1,1.495042312
73,4,1994,44.5233,-76.3889,5.983333333,12.28219949,-22.6,27.1,75.41666667,129.5,23.8,31.20969643,1.975,4.1,0.1,1.452975004
74,4,1995,44.5233,-76.3889,6.625,11.17815443,-14.5,27.4,76.30833333,162.1,36.9,38.93398745,2.075,4.5,0.1,1.56502977
75,4,1996,44.5233,-76.3889,6.341666667,11.14544002,-15.8,26,91.475,147.9,36.8,31.70145179,1.933333333,4.2,0.1,1.495042312
76,4,1994,44.5233,-76.3889,5.983333333,12.28219949,-22.6,27.1,75.41666667,129.5,23.8,31.20969643,1.975,4.1,0.1,1.452975004
77,4,1995,44.5233,-76.3889,6.625,11.17815443,-14.5,27.4,76.30833333,162.1,36.9,38.93398745,2.075,4.5,0.1,1.56502977
78,4,1996,44.5233,-76.3889,6.341666667,11.14544002,-15.8,26,91.475,147.9,36.8,31.70145179,1.933333333,4.2,0.1,1.495042312
79,5,1994,37.9367,-2.9583,14.34166667,7.178561306,0.1,34.5,25.1,66.3,0.3,23.22291188,3.441666667,7.5,1.2,2.079973048
80,5,1995,37.9367,-2.9583,14.6,6.591316602,0.7,32.9,26.53333333,95.1,1.1,27.37302366,3.541666667,6.9,1.3,1.851023468
81,5,1998,37.7667,-3.7711,16.21666667,7.311986838,1.6,36.3,25.86666667,74,0,23.44805994,3.683333333,7.6,1.3,2.114810687
82,5,1994,37.9367,-2.9583,14.34166667,7.178561306,0.1,34.5,25.1,66.3,0.3,23.22291188,3.441666667,7.5,1.2,2.079973048
83,5,1995,37.9367,-2.9583,14.6,6.591316602,0.7,32.9,26.53333333,95.1,1.1,27.37302366,3.541666667,6.9,1.3,1.851023468
84,5,1998,37.7667,-3.7711,16.21666667,7.311986838,1.6,36.3,25.86666667,74,0,23.44805994,3.683333333,7.6,1.3,2.114810687
85,5,1995,37.9367,-2.9583,14.6,6.591316602,0.7,32.9,26.53333333,95.1,1.1,27.37302366,3.541666667,6.9,1.3,1.851023468
86,5,1997,37.7667,-3.7711,16.625,6.615426187,4,34.3,64.15833333,176.2,0.2,55.90853664,3.633333333,7,1.1,1.990127147
87,5,1998,37.7667,-3.7711,16.21666667,7.311986838,1.6,36.3,25.86666667,74,0,23.44805994,3.683333333,7.6,1.3,2.114810687
88,6,2000,61.6333,8.4,-1.341666667,6.286270514,-12.9,11,91.575,150.2,42.7,34.1322861,1.441666667,3,0.2,0.941428637
89,6,2000,61.6333,8.4,-1.341666667,6.286270514,-12.9,11,91.575,150.2,42.7,34.1322861,1.441666667,3,0.2,0.941428637
90,6,2000,61.6333,8.4,-1.341666667,6.286270514,-12.9,11,91.575,150.2,42.7,34.1322861,1.441666667,3,0.2,0.941428637
91,6,2000,61.6333,8.4,-1.341666667,6.286270514,-12.9,11,91.575,150.2,42.7,34.1322861,1.441666667,3,0.2,0.941428637
92,6,2002,61.6333,8.4,-1.316666667,8.20751688,-13,14.8,76.125,116.7,38.9,27.06561472,1.575,3.3,0.3,1.023474475
93,6,2002,61.6333,8.4,-1.316666667,8.20751688,-13,14.8,76.125,116.7,38.9,27.06561472,1.575,3.3,0.3,1.023474475
94,6,2002,61.6333,8.4,-1.316666667,8.20751688,-13,14.8,76.125,116.7,38.9,27.06561472,1.575,3.3,0.3,1.023474475
95,6,2002,61.6333,8.4,-1.316666667,8.20751688,-13,14.8,76.125,116.7,38.9,27.06561472,1.575,3.3,0.3,1.023474475
96,6,2001,63.9667,18.2833,1.575,9.779582162,-17.4,20.1,68.9,135.1,28.4,39.02793871,1.183333333,3.6,0,1.28758642
97,6,2001,63.9667,18.2833,1.575,9.779582162,-17.4,20.1,68.9,135.1,28.4,39.02793871,1.183333333,3.6,0,1.28758642
98,6,2001,63.9667,18.2833,1.575,9.779582162,-17.4,20.1,68.9,135.1,28.4,39.02793871,1.183333333,3.6,0,1.28758642
99,6,2001,63.9667,18.2833,1.575,9.779582162,-17.4,20.1,68.9,135.1,28.4,39.02793871,1.183333333,3.6,0,1.28758642
100,6,2002,63.9667,18.2833,2.25,10.77189103,-17.2,22.2,47.3,87,11.6,25.10990388,1.45,4.4,0,1.56292267
101,6,2002,63.9667,18.2833,2.25,10.77189103,-17.2,22.2,47.3,87,11.6,25.10990388,1.45,4.4,0,1.56292267
102,6,2002,63.9667,18.2833,2.25,10.77189103,-17.2,22.2,47.3,87,11.6,25.10990388,1.45,4.4,0,1.56292267
103,6,2002,63.9667,18.2833,2.25,10.77189103,-17.2,22.2,47.3,87,11.6,25.10990388,1.45,4.4,0,1.56292267
104,7,1985,40.9422,-76.8883,10.25,9.464142856,-8.4,28.5,74.95,167.1,20.3,41.43502032,2.575,4.3,0.9,1.281423214
105,7,1985,40.9178,-76.9058,10.25,9.464142856,-8.4,28.5,74.95,167.1,20.3,41.43502032,2.575,4.3,0.9,1.281423214
106,7,1985,41.1703,-76.9083,9.308333333,9.453374418,-9.9,26.8,69.18333333,148.9,13.7,40.03668394,2.408333333,4,0.9,1.205637013
107,7,1985,40.9947,-76.7792,10.25,9.464142856,-8.4,28.5,74.95,167.1,20.3,41.43502032,2.575,4.3,0.9,1.281423214
108,7,1985,41.02,-76.7944,9.308333333,9.453374418,-9.9,26.8,69.18333333,148.9,13.7,40.03668394,2.408333333,4,0.9,1.205637013
109,7,1985,40.9806,-76.8456,10.25,9.464142856,-8.4,28.5,74.95,167.1,20.3,41.43502032,2.575,4.3,0.9,1.281423214
110,7,1985,41.1042,-76.6733,9.308333333,9.453374418,-9.9,26.8,69.18333333,148.9,13.7,40.03668394,2.408333333,4,0.9,1.205637013
111,7,1985,40.9058,-76.9692,10.25,9.464142856,-8.4,28.5,74.95,167.1,20.3,41.43502032,2.575,4.3,0.9,1.281423214
112,7,1985,40.9722,-76.8394,10.25,9.464142856,-8.4,28.5,74.95,167.1,20.3,41.43502032,2.575,4.3,0.9,1.281423214
113,7,1985,41.1,-76.6647,9.308333333,9.453374418,-9.9,26.8,69.18333333,148.9,13.7,40.03668394,2.408333333,4,0.9,1.205637013
114,7,1985,40.9253,-76.8839,10.25,9.464142856,-8.4,28.5,74.95,167.1,20.3,41.43502032,2.575,4.3,0.9,1.281423214
115,7,1985,40.9811,-76.8381,10.25,9.464142856,-8.4,28.5,74.95,167.1,20.3,41.43502032,2.575,4.3,0.9,1.281423214
116,7,1985,40.9758,-76.8392,10.25,9.464142856,-8.4,28.5,74.95,167.1,20.3,41.43502032,2.575,4.3,0.9,1.281423214
117,7,1985,41.1106,-76.6472,9.308333333,9.453374418,-9.9,26.8,69.18333333,148.9,13.7,40.03668394,2.408333333,4,0.9,1.205637013
118,7,1985,40.9281,-76.8861,10.25,9.464142856,-8.4,28.5,74.95,167.1,20.3,41.43502032,2.575,4.3,0.9,1.281423214
119,7,1985,40.9867,-76.8456,10.25,9.464142856,-8.4,28.5,74.95,167.1,20.3,41.43502032,2.575,4.3,0.9,1.281423214
120,7,1986,40.9422,-76.8883,10.275,9.533207511,-7.5,28.4,93.575,147.2,35.7,35.91138399,2.458333333,4.5,0.8,1.356773133
121,7,1986,40.9178,-76.9058,10.275,9.533207511,-7.5,28.4,93.575,147.2,35.7,35.91138399,2.458333333,4.5,0.8,1.356773133
122,7,1986,41.1703,-76.9083,9.333333333,9.234257694,-8.2,27,89.06666667,142.2,49.1,32.45585347,2.308333333,4,0.8,1.244229103
123,7,1986,40.9947,-76.7792,10.275,9.533207511,-7.5,28.4,93.575,147.2,35.7,35.91138399,2.458333333,4.5,0.8,1.356773133
124,7,1986,41.02,-76.7944,9.333333333,9.234257694,-8.2,27,89.06666667,142.2,49.1,32.45585347,2.308333333,4,0.8,1.244229103
125,7,1986,40.9806,-76.8456,10.275,9.533207511,-7.5,28.4,93.575,147.2,35.7,35.91138399,2.458333333,4.5,0.8,1.356773133
126,7,1986,41.1042,-76.6733,9.333333333,9.234257694,-8.2,27,89.06666667,142.2,49.1,32.45585347,2.308333333,4,0.8,1.244229103
127,7,1986,40.9058,-76.9692,10.275,9.533207511,-7.5,28.4,93.575,147.2,35.7,35.91138399,2.458333333,4.5,0.8,1.356773133
128,7,1986,40.9722,-76.8394,10.275,9.533207511,-7.5,28.4,93.575,147.2,35.7,35.91138399,2.458333333,4.5,0.8,1.356773133
129,7,1986,41.1,-76.6647,9.333333333,9.234257694,-8.2,27,89.06666667,142.2,49.1,32.45585347,2.308333333,4,0.8,1.244229103
130,7,1986,40.9253,-76.8839,10.275,9.533207511,-7.5,28.4,93.575,147.2,35.7,35.91138399,2.458333333,4.5,0.8,1.356773133
131,7,1986,40.9811,-76.8381,10.275,9.533207511,-7.5,28.4,93.575,147.2,35.7,35.91138399,2.458333333,4.5,0.8,1.356773133
132,7,1986,40.9758,-76.8392,10.275,9.533207511,-7.5,28.4,93.575,147.2,35.7,35.91138399,2.458333333,4.5,0.8,1.356773133
133,7,1986,41.1106,-76.6472,9.333333333,9.234257694,-8.2,27,89.06666667,142.2,49.1,32.45585347,2.308333333,4,0.8,1.244229103
134,7,1986,40.9281,-76.8861,10.275,9.533207511,-7.5,28.4,93.575,147.2,35.7,35.91138399,2.458333333,4.5,0.8,1.356773133
135,7,1986,40.9867,-76.8456,10.275,9.533207511,-7.5,28.4,93.575,147.2,35.7,35.91138399,2.458333333,4.5,0.8,1.356773133
136,7,1987,40.9422,-76.8883,10.475,9.634325471,-7.3,30,79.84166667,157.4,18.4,39.73964035,2.5,4.5,0.8,1.294744622
137,7,1987,40.9178,-76.9058,10.475,9.634325471,-7.3,30,79.84166667,157.4,18.4,39.73964035,2.5,4.5,0.8,1.294744622
138,7,1987,41.1703,-76.9083,9.45,9.657921854,-9.4,29.4,71.45,142.6,17.8,33.97264943,2.383333333,4.3,0.8,1.254688178
139,7,1987,40.9947,-76.7792,10.475,9.634325471,-7.3,30,79.84166667,157.4,18.4,39.73964035,2.5,4.5,0.8,1.294744622
140,7,1987,41.02,-76.7944,9.45,9.657921854,-9.4,29.4,71.45,142.6,17.8,33.97264943,2.383333333,4.3,0.8,1.254688178
141,7,1987,40.9806,-76.8456,10.475,9.634325471,-7.3,30,79.84166667,157.4,18.4,39.73964035,2.5,4.5,0.8,1.294744622
142,7,1987,41.1042,-76.6733,9.45,9.657921854,-9.4,29.4,71.45,142.6,17.8,33.97264943,2.383333333,4.3,0.8,1.254688178
143,7,1987,40.9058,-76.9692,10.475,9.634325471,-7.3,30,79.84166667,157.4,18.4,39.73964035,2.5,4.5,0.8,1.294744622
144,7,1987,40.9722,-76.8394,10.475,9.634325471,-7.3,30,79.84166667,157.4,18.4,39.73964035,2.5,4.5,0.8,1.294744622
145,7,1987,41.1,-76.6647,9.45,9.657921854,-9.4,29.4,71.45,142.6,17.8,33.97264943,2.383333333,4.3,0.8,1.254688178
146,7,1987,40.9253,-76.8839,10.475,9.634325471,-7.3,30,79.84166667,157.4,18.4,39.73964035,2.5,4.5,0.8,1.294744622
147,7,1987,40.9811,-76.8381,10.475,9.634325471,-7.3,30,79.84166667,157.4,18.4,39.73964035,2.5,4.5,0.8,1.294744622
148,7,1987,40.9758,-76.8392,10.475,9.634325471,-7.3,30,79.84166667,157.4,18.4,39.73964035,2.5,4.5,0.8,1.294744622
149,7,1987,41.1106,-76.6472,9.45,9.657921854,-9.4,29.4,71.45,142.6,17.8,33.97264943,2.383333333,4.3,0.8,1.254688178
150,7,1987,40.9281,-76.8861,10.475,9.634325471,-7.3,30,79.84166667,157.4,18.4,39.73964035,2.5,4.5,0.8,1.294744622
151,7,1987,40.9867,-76.8456,10.475,9.634325471,-7.3,30,79.84166667,157.4,18.4,39.73964035,2.5,4.5,0.8,1.294744622
152,7,1988,40.9422,-76.8883,9.958333333,10.26073348,-10.9,31.4,75.13333333,139.1,24.8,38.02217854,2.591666667,4.9,0.7,1.466261997
153,7,1988,40.9178,-76.9058,9.958333333,10.26073348,-10.9,31.4,75.13333333,139.1,24.8,38.02217854,2.591666667,4.9,0.7,1.466261997
154,7,1988,41.1703,-76.9083,9.175,10.1540968,-11.3,31.2,73.35833333,178.2,26.4,48.53191,2.541666667,4.8,0.8,1.41707659
155,7,1988,40.9947,-76.7792,9.958333333,10.26073348,-10.9,31.4,75.13333333,139.1,24.8,38.02217854,2.591666667,4.9,0.7,1.466261997
156,7,1988,41.02,-76.7944,9.175,10.1540968,-11.3,31.2,73.35833333,178.2,26.4,48.53191,2.541666667,4.8,0.8,1.41707659
157,7,1988,40.9806,-76.8456,9.958333333,10.26073348,-10.9,31.4,75.13333333,139.1,24.8,38.02217854,2.591666667,4.9,0.7,1.466261997
158,7,1988,41.1042,-76.6733,9.175,10.1540968,-11.3,31.2,73.35833333,178.2,26.4,48.53191,2.541666667,4.8,0.8,1.41707659
159,7,1988,40.9058,-76.9692,9.958333333,10.26073348,-10.9,31.4,75.13333333,139.1,24.8,38.02217854,2.591666667,4.9,0.7,1.466261997
160,7,1988,40.9722,-76.8394,9.958333333,10.26073348,-10.9,31.4,75.13333333,139.1,24.8,38.02217854,2.591666667,4.9,0.7,1.466261997
161,7,1988,41.1,-76.6647,9.175,10.1540968,-11.3,31.2,73.35833333,178.2,26.4,48.53191,2.541666667,4.8,0.8,1.41707659
162,7,1988,40.9253,-76.8839,9.958333333,10.26073348,-10.9,31.4,75.13333333,139.1,24.8,38.02217854,2.591666667,4.9,0.7,1.466261997
163,7,1988,40.9811,-76.8381,9.958333333,10.26073348,-10.9,31.4,75.13333333,139.1,24.8,38.02217854,2.591666667,4.9,0.7,1.466261997
164,7,1988,40.9758,-76.8392,9.958333333,10.26073348,-10.9,31.4,75.13333333,139.1,24.8,38.02217854,2.591666667,4.9,0.7,1.466261997
165,7,1988,41.1106,-76.6472,9.175,10.1540968,-11.3,31.2,73.35833333,178.2,26.4,48.53191,2.541666667,4.8,0.8,1.41707659
166,7,1988,40.9281,-76.8861,9.958333333,10.26073348,-10.9,31.4,75.13333333,139.1,24.8,38.02217854,2.591666667,4.9,0.7,1.466261997
167,7,1988,40.9867,-76.8456,9.958333333,10.26073348,-10.9,31.4,75.13333333,139.1,24.8,38.02217854,2.591666667,4.9,0.7,1.466261997
168,8,1997,39.4538,-5.3272,16.475,6.208663302,4,33.4,62.375,210.8,0,63.46031151,3.441666667,6.4,0.8,1.891828521
169,8,1997,39.4538,-5.3272,16.475,6.208663302,4,33.4,62.375,210.8,0,63.46031151,3.441666667,6.4,0.8,1.891828521
170,8,1997,39.4538,-5.3272,16.475,6.208663302,4,33.4,62.375,210.8,0,63.46031151,3.441666667,6.4,0.8,1.891828521
171,8,1998,39.4538,-5.3272,16.09166667,7.013552897,1.1,35.7,31.06666667,75.3,0,22.08954229,3.525,7.2,1,2.096804929
172,8,1998,39.4538,-5.3272,16.09166667,7.013552897,1.1,35.7,31.06666667,75.3,0,22.08954229,3.525,7.2,1,2.096804929
173,8,1998,39.4538,-5.3272,16.09166667,7.013552897,1.1,35.7,31.06666667,75.3,0,22.08954229,3.525,7.2,1,2.096804929
174,8,1997,40.5833,-4.127,11.75833333,5.979580151,0.2,27.7,70.34166667,193.1,0,54.28444375,2.85,5.5,0.7,1.636792873
175,8,1997,40.5833,-4.127,11.75833333,5.979580151,0.2,27.7,70.34166667,193.1,0,54.28444375,2.85,5.5,0.7,1.636792873
176,8,1997,40.5833,-4.127,11.75833333,5.979580151,0.2,27.7,70.34166667,193.1,0,54.28444375,2.85,5.5,0.7,1.636792873
177,8,1998,40.5833,-4.127,11.30833333,6.791767521,-1.8,29.7,42.29166667,121.2,0,34.10978154,2.9,6.3,0.9,1.894969417
178,8,1998,40.5833,-4.127,11.30833333,6.791767521,-1.8,29.7,42.29166667,121.2,0,34.10978154,2.9,6.3,0.9,1.894969417
179,8,1998,40.5833,-4.127,11.30833333,6.791767521,-1.8,29.7,42.29166667,121.2,0,34.10978154,2.9,6.3,0.9,1.894969417
180,8,1997,40.5833,-4.127,11.75833333,5.979580151,0.2,27.7,70.34166667,193.1,0,54.28444375,2.85,5.5,0.7,1.636792873
181,8,1997,40.5833,-4.127,11.75833333,5.979580151,0.2,27.7,70.34166667,193.1,0,54.28444375,2.85,5.5,0.7,1.636792873
182,8,1997,40.5833,-4.127,11.75833333,5.979580151,0.2,27.7,70.34166667,193.1,0,54.28444375,2.85,5.5,0.7,1.636792873
183,8,1998,40.5833,-4.127,11.30833333,6.791767521,-1.8,29.7,42.29166667,121.2,0,34.10978154,2.9,6.3,0.9,1.894969417
184,8,1998,40.5833,-4.127,11.30833333,6.791767521,-1.8,29.7,42.29166667,121.2,0,34.10978154,2.9,6.3,0.9,1.894969417
185,8,1998,40.5833,-4.127,11.30833333,6.791767521,-1.8,29.7,42.29166667,121.2,0,34.10978154,2.9,6.3,0.9,1.894969417
186,8,1997,39.4538,-5.3272,16.475,6.208663302,4,33.4,62.375,210.8,0,63.46031151,3.441666667,6.4,0.8,1.891828521
187,8,1997,39.4538,-5.3272,16.475,6.208663302,4,33.4,62.375,210.8,0,63.46031151,3.441666667,6.4,0.8,1.891828521
